
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23 
Job Name: P2603-PR-SIM-018 
Licensed To: Licensed To: Edit name in <system>\company.txt 
DISPLACEMENTS REPORT: Nodal Movements 
CASE 1 (OPE) W+T1+P2 
 
  
  
 
 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg. 
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 1 (OPE) W+T1+P2

 
 

 Node	    FX  N.	    FY  N.	    FZ  N.	 MX  N.m. 	 MY  N.m. 	 MZ  N.m. 	      Restraint
     	          	          	          	          	          	          	       Type/Tag

   10	        22	     -2209	        47	        70	        77	       205	TYPE=Rigid ANC;
   40	         0	     -3337	         0	         0	         0	         0	TYPE=Rigid +Y;
   80	         0	     -4138	         0	         0	         0	         0	TYPE=Rigid +Y;
  130	         0	     -3004	         0	         0	         0	         0	TYPE=Rigid +Y;
  140	         0	     -1973	         0	         0	         0	         0	TYPE=Rigid +Y;
  150	         0	        -4	         0	         0	         0	         0	TYPE=Rigid +Y;
  160	         0	     -4807	         0	         0	         0	         0	TYPE=Rigid +Y;
  180	         0	     -4297	         0	         0	         0	         0	TYPE=Rigid +Y;
  190	         0	     -4621	         0	         0	         0	         0	TYPE=Rigid +Y;
  200	         0	     -5273	         0	         0	         0	         0	TYPE=Rigid +Y;
  220	         0	         0	      -360	         0	         0	         0	TYPE=Rigid Z;
  230	         0	         0	       351	         0	         0	         0	TYPE=Rigid Z;
  260	         0	     -7740	         0	         0	         0	         0	TYPE=Rigid +Y;
  300	         0	     -1058	         0	         0	         0	         0	TYPE=Rigid +Y;
  350	         0	    -12586	         0	         0	         0	         0	TYPE=Rigid +Y;
  420	        81	         0	         0	         0	         0	         0	TYPE=Rigid X;
  420	         0	         0	      -109	         0	         0	         0	TYPE=Rigid Z;
  530	         0	         0	        10	         0	         0	         0	TYPE=Rigid Z;
  530	      -139	         0	         0	         0	         0	         0	TYPE=Rigid X;
  600	         0	     -5019	         0	         0	         0	         0	TYPE=Rigid +Y;
  630	         0	     -3094	         0	         0	         0	         0	TYPE=Rigid +Y;
  640	         0	     -1858	         0	         0	         0	         0	TYPE=Rigid +Y;
  650	         0	      -781	         0	         0	         0	         0	TYPE=Rigid +Y;
  660	         0	     -3694	         0	         0	         0	         0	TYPE=Rigid +Y;
  680	         0	     -4111	         0	         0	         0	         0	TYPE=Rigid +Y;
  690	         0	     -4040	         0	         0	         0	         0	TYPE=Rigid +Y;
  700	         0	     -7617	         0	         0	         0	         0	TYPE=Rigid +Y;
  710	         0	     -9954	         0	         0	         0	         0	TYPE=Rigid +Y;
  730	         0	         0	       223	         0	         0	         0	TYPE=Rigid Z;
  740	         0	         0	      -504	         0	         0	         0	TYPE=Rigid Z;
  820	         0	     -9015	         0	         0	         0	         0	TYPE=Rigid +Y;
  850	        23	      1298	       279	       617	       520	      -105	TYPE=Rigid ANC;
  860	         0	     -3187	         0	         0	         0	         0	TYPE=Rigid +Y;
  870	         0	     -3872	         0	         0	         0	         0	TYPE=Rigid +Y;
  900	         0	     -2144	         0	         0	         0	         0	TYPE=Rigid +Y;
 1010	         1	     -4111	        70	      -120	       115	       329	TYPE=Rigid ANC;
 1070	         0	     -3764	         0	         0	         0	         0	TYPE=Rigid +Y;
 1110	         0	     -2411	         0	         0	         0	         0	TYPE=Rigid +Y;
 1140	         0	     -2988	         0	         0	         0	         0	TYPE=Rigid +Y;
 1170	        -6	      -871	        18	        81	        28	       104	TYPE=Rigid ANC;
 1230	         0	     -4304	         0	         0	         0	         0	TYPE=Rigid +Y;
 1270	         0	     -3475	         0	         0	         0	         0	TYPE=Rigid +Y;
 1300	         0	     -2516	         0	         0	         0	         0	TYPE=Rigid +Y;
 1330	        -4	      -517	        -3	        81	       -18	        88	TYPE=Rigid ANC;
 1380	         0	     -1979	         0	         0	         0	         0	TYPE=Rigid +Y;
 1390	       131	       669	        36	        12	         6	       -20	TYPE=Rigid ANC;
 1490	         0	       -70	         0	         0	         0	         0	TYPE=Rigid +Y;
 1530	      -108	      -160	       -59	       -13	       -36	        51	TYPE=Rigid ANC;





CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 2 (Alt-SUS) W+P2

 
Output disabled for field "FX"
Output disabled for field "FY"
Output disabled for field "FZ"
Output disabled for field "MX"
Output disabled for field "MY"
Output disabled for field "MZ"

 
Report Contains No Data to Display.






CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 3 (OPE) W+T2+P2

 
 

 Node	    FX  N.	    FY  N.	    FZ  N.	 MX  N.m. 	 MY  N.m. 	 MZ  N.m. 	      Restraint
     	          	          	          	          	          	          	       Type/Tag

   10	       804	     -2468	       266	       456	       492	      -871	TYPE=Rigid ANC;
   40	         0	     -3616	         0	         0	         0	         0	TYPE=Rigid +Y;
   80	         0	     -6601	         0	         0	         0	         0	TYPE=Rigid +Y;
  130	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
  140	         0	     -2458	         0	         0	         0	         0	TYPE=Rigid +Y;
  150	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
  160	         0	     -5110	         0	         0	         0	         0	TYPE=Rigid +Y;
  180	         0	     -4029	         0	         0	         0	         0	TYPE=Rigid +Y;
  190	         0	     -5136	         0	         0	         0	         0	TYPE=Rigid +Y;
  200	         0	     -4150	         0	         0	         0	         0	TYPE=Rigid +Y;
  220	         0	         0	      -380	         0	         0	         0	TYPE=Rigid Z;
  230	         0	         0	       264	         0	         0	         0	TYPE=Rigid Z;
  260	         0	     -7911	         0	         0	         0	         0	TYPE=Rigid +Y;
  300	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
  350	         0	    -12050	         0	         0	         0	         0	TYPE=Rigid +Y;
  420	       137	         0	         0	         0	         0	         0	TYPE=Rigid X;
  420	         0	         0	      -138	         0	         0	         0	TYPE=Rigid Z;
  530	         0	         0	      -318	         0	         0	         0	TYPE=Rigid Z;
  530	      -737	         0	         0	         0	         0	         0	TYPE=Rigid X;
  600	         0	    -10861	         0	         0	         0	         0	TYPE=Rigid +Y;
  630	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
  640	         0	      -576	         0	         0	         0	         0	TYPE=Rigid +Y;
  650	         0	     -2036	         0	         0	         0	         0	TYPE=Rigid +Y;
  660	         0	     -3602	         0	         0	         0	         0	TYPE=Rigid +Y;
  680	         0	     -4102	         0	         0	         0	         0	TYPE=Rigid +Y;
  690	         0	     -4008	         0	         0	         0	         0	TYPE=Rigid +Y;
  700	         0	     -7599	         0	         0	         0	         0	TYPE=Rigid +Y;
  710	         0	     -9255	         0	         0	         0	         0	TYPE=Rigid +Y;
  730	         0	         0	        69	         0	         0	         0	TYPE=Rigid Z;
  740	         0	         0	     -1047	         0	         0	         0	TYPE=Rigid Z;
  820	         0	     -9983	         0	         0	         0	         0	TYPE=Rigid +Y;
  850	       -57	      1550	      1030	      1363	      2321	       438	TYPE=Rigid ANC;
  860	         0	      -852	         0	         0	         0	         0	TYPE=Rigid +Y;
  870	         0	     -5243	         0	         0	         0	         0	TYPE=Rigid +Y;
  900	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
 1010	       -77	      1465	       276	     -1613	       302	      2820	TYPE=Rigid ANC;
 1070	         0	     -4441	         0	         0	         0	         0	TYPE=Rigid +Y;
 1110	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
 1140	         0	     -5701	         0	         0	         0	         0	TYPE=Rigid +Y;
 1170	      -100	       -63	        85	       255	       346	       219	TYPE=Rigid ANC;
 1230	         0	     -5232	         0	         0	         0	         0	TYPE=Rigid +Y;
 1270	         0	      -435	         0	         0	         0	         0	TYPE=Rigid +Y;
 1300	         0	     -6616	         0	         0	         0	         0	TYPE=Rigid +Y;
 1330	       -56	      1080	        88	       400	       196	        21	TYPE=Rigid ANC;
 1380	         0	    -12499	         0	         0	         0	         0	TYPE=Rigid +Y;
 1390	       974	      4221	       302	        99	        56	      -109	TYPE=Rigid ANC;
 1490	         0	         0	         0	         0	         0	         0	TYPE=Rigid +Y;
 1530	      -889	      -315	      -496	      -188	      -297	       405	TYPE=Rigid ANC;





CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 4 (Alt-SUS) W+P2

 
Output disabled for field "FX"
Output disabled for field "FY"
Output disabled for field "FZ"
Output disabled for field "MX"
Output disabled for field "MY"
Output disabled for field "MZ"

 
Report Contains No Data to Display.






CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 5 (SUS) W

 
 

 Node	    FX  N.	    FY  N.	    FZ  N.	 MX  N.m. 	 MY  N.m. 	 MZ  N.m. 	      Restraint
     	          	          	          	          	          	          	       Type/Tag

   10	       -79	     -2173	        24	        28	        33	       340	TYPE=Rigid ANC;
   40	         0	     -3272	         0	         0	         0	         0	TYPE=Rigid +Y;
   80	         0	     -3728	         0	         0	         0	         0	TYPE=Rigid +Y;
  130	         0	     -3656	         0	         0	         0	         0	TYPE=Rigid +Y;
  140	         0	     -1719	         0	         0	         0	         0	TYPE=Rigid +Y;
  150	         0	      -101	         0	         0	         0	         0	TYPE=Rigid +Y;
  160	         0	     -4742	         0	         0	         0	         0	TYPE=Rigid +Y;
  180	         0	     -4338	         0	         0	         0	         0	TYPE=Rigid +Y;
  190	         0	     -4549	         0	         0	         0	         0	TYPE=Rigid +Y;
  200	         0	     -5429	         0	         0	         0	         0	TYPE=Rigid +Y;
  220	         0	         0	      -357	         0	         0	         0	TYPE=Rigid Z;
  230	         0	         0	       365	         0	         0	         0	TYPE=Rigid Z;
  260	         0	     -7731	         0	         0	         0	         0	TYPE=Rigid +Y;
  300	         0	     -3576	         0	         0	         0	         0	TYPE=Rigid +Y;
  350	         0	    -12431	         0	         0	         0	         0	TYPE=Rigid +Y;
  420	        73	         0	         0	         0	         0	         0	TYPE=Rigid X;
  420	         0	         0	      -105	         0	         0	         0	TYPE=Rigid Z;
  530	         0	         0	        51	         0	         0	         0	TYPE=Rigid Z;
  530	       -59	         0	         0	         0	         0	         0	TYPE=Rigid X;
  600	         0	     -3263	         0	         0	         0	         0	TYPE=Rigid +Y;
  630	         0	     -4316	         0	         0	         0	         0	TYPE=Rigid +Y;
  640	         0	     -1477	         0	         0	         0	         0	TYPE=Rigid +Y;
  650	         0	      -887	         0	         0	         0	         0	TYPE=Rigid +Y;
  660	         0	     -3652	         0	         0	         0	         0	TYPE=Rigid +Y;
  680	         0	     -4119	         0	         0	         0	         0	TYPE=Rigid +Y;
  690	         0	     -4042	         0	         0	         0	         0	TYPE=Rigid +Y;
  700	         0	     -7620	         0	         0	         0	         0	TYPE=Rigid +Y;
  710	         0	    -10054	         0	         0	         0	         0	TYPE=Rigid +Y;
  730	         0	         0	       245	         0	         0	         0	TYPE=Rigid Z;
  740	         0	         0	      -427	         0	         0	         0	TYPE=Rigid Z;
  820	         0	     -8877	         0	         0	         0	         0	TYPE=Rigid +Y;
  850	        34	      1262	       173	       510	       265	      -183	TYPE=Rigid ANC;
  860	         0	     -1918	         0	         0	         0	         0	TYPE=Rigid +Y;
  870	         0	     -3283	         0	         0	         0	         0	TYPE=Rigid +Y;
  900	         0	     -3024	         0	         0	         0	         0	TYPE=Rigid +Y;
 1010	         4	     -4593	        36	       106	        71	       -79	TYPE=Rigid ANC;
 1070	         0	     -3622	         0	         0	         0	         0	TYPE=Rigid +Y;
 1110	         0	     -2847	         0	         0	         0	         0	TYPE=Rigid +Y;
 1140	         0	     -2507	         0	         0	         0	         0	TYPE=Rigid +Y;
 1170	         6	     -1013	         6	        49	       -16	        92	TYPE=Rigid ANC;
 1230	         0	     -4180	         0	         0	         0	         0	TYPE=Rigid +Y;
 1270	         0	     -3898	         0	         0	         0	         0	TYPE=Rigid +Y;
 1300	         0	     -1944	         0	         0	         0	         0	TYPE=Rigid +Y;
 1330	         4	      -741	       -14	        37	       -48	        98	TYPE=Rigid ANC;
 1380	         0	      -509	         0	         0	         0	         0	TYPE=Rigid +Y;
 1390	        12	       175	        -2	        -0	        -1	        -8	TYPE=Rigid ANC;
 1490	         0	      -121	         0	         0	         0	         0	TYPE=Rigid +Y;
 1530	         3	      -116	         6	         4	         1	        -2	TYPE=Rigid ANC;





CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
RESTRAINTS REPORT: Loads On Restraints
CASE 6 (SUS) W+P2

 
 

 Node	    FX  N.	    FY  N.	    FZ  N.	 MX  N.m. 	 MY  N.m. 	 MZ  N.m. 	      Restraint
     	          	          	          	          	          	          	       Type/Tag

   10	       -79	     -2173	        24	        28	        33	       340	TYPE=Rigid ANC;
   40	         0	     -3272	         0	         0	         0	         0	TYPE=Rigid +Y;
   80	         0	     -3728	         0	         0	         0	         0	TYPE=Rigid +Y;
  130	         0	     -3656	         0	         0	         0	         0	TYPE=Rigid +Y;
  140	         0	     -1719	         0	         0	         0	         0	TYPE=Rigid +Y;
  150	         0	      -101	         0	         0	         0	         0	TYPE=Rigid +Y;
  160	         0	     -4742	         0	         0	         0	         0	TYPE=Rigid +Y;
  180	         0	     -4338	         0	         0	         0	         0	TYPE=Rigid +Y;
  190	         0	     -4549	         0	         0	         0	         0	TYPE=Rigid +Y;
  200	         0	     -5429	         0	         0	         0	         0	TYPE=Rigid +Y;
  220	         0	         0	      -357	         0	         0	         0	TYPE=Rigid Z;
  230	         0	         0	       365	         0	         0	         0	TYPE=Rigid Z;
  260	         0	     -7731	         0	         0	         0	         0	TYPE=Rigid +Y;
  300	         0	     -3576	         0	         0	         0	         0	TYPE=Rigid +Y;
  350	         0	    -12431	         0	         0	         0	         0	TYPE=Rigid +Y;
  420	        73	         0	         0	         0	         0	         0	TYPE=Rigid X;
  420	         0	         0	      -105	         0	         0	         0	TYPE=Rigid Z;
  530	         0	         0	        51	         0	         0	         0	TYPE=Rigid Z;
  530	       -59	         0	         0	         0	         0	         0	TYPE=Rigid X;
  600	         0	     -3263	         0	         0	         0	         0	TYPE=Rigid +Y;
  630	         0	     -4316	         0	         0	         0	         0	TYPE=Rigid +Y;
  640	         0	     -1477	         0	         0	         0	         0	TYPE=Rigid +Y;
  650	         0	      -887	         0	         0	         0	         0	TYPE=Rigid +Y;
  660	         0	     -3652	         0	         0	         0	         0	TYPE=Rigid +Y;
  680	         0	     -4119	         0	         0	         0	         0	TYPE=Rigid +Y;
  690	         0	     -4042	         0	         0	         0	         0	TYPE=Rigid +Y;
  700	         0	     -7620	         0	         0	         0	         0	TYPE=Rigid +Y;
  710	         0	    -10054	         0	         0	         0	         0	TYPE=Rigid +Y;
  730	         0	         0	       245	         0	         0	         0	TYPE=Rigid Z;
  740	         0	         0	      -427	         0	         0	         0	TYPE=Rigid Z;
  820	         0	     -8877	         0	         0	         0	         0	TYPE=Rigid +Y;
  850	        34	      1262	       173	       510	       265	      -183	TYPE=Rigid ANC;
  860	         0	     -1918	         0	         0	         0	         0	TYPE=Rigid +Y;
  870	         0	     -3283	         0	         0	         0	         0	TYPE=Rigid +Y;
  900	         0	     -3024	         0	         0	         0	         0	TYPE=Rigid +Y;
 1010	         4	     -4593	        36	       106	        71	       -79	TYPE=Rigid ANC;
 1070	         0	     -3622	         0	         0	         0	         0	TYPE=Rigid +Y;
 1110	         0	     -2847	         0	         0	         0	         0	TYPE=Rigid +Y;
 1140	         0	     -2507	         0	         0	         0	         0	TYPE=Rigid +Y;
 1170	         6	     -1013	         6	        49	       -16	        92	TYPE=Rigid ANC;
